NBa7we src,d4r55,RfnDt,rsqaWe,wiI7pd
https://lh3.googleusercontent.com/a-/ALV-UjXLKO7li58r797ZcmNvkh4PhBvWoTrJpk8foOJe2Axfjhw=w72-h72-p-rp-mo-br100,EY Kim,3 reviews,a year ago,"I went to this shop to buy a company t-shirt for 27 people. We already knew that it is hard to find same tshirts for the large amounts at the day and it was a bit picky selection and requires. However, the staff there (a tall guy, i know …"
https://lh3.googleusercontent.com/a/ACg8ocLvwY9gPtdDdADt6fPkxFGHRUfj_7YFawky7kdSBqeu=w72-h72-p-rp-mo-ba6-br100,logic22x,"Local Guide · 662 reviews · 1,893 photos",7 years ago,Good location and fairly had all new products from Adidas available there. Friendly stuffs speaks English!
https://lh3.googleusercontent.com/a-/ALV-UjWSBV5Q8kVZD1KMZLtSFrJFu5Q3PHSBlfjruByU0MYxowO_=w72-h72-p-rp-mo-br100,Tejas Deshpande,6 reviews,2 months ago,Very helpful staff
https://lh3.googleusercontent.com/a-/ALV-UjWCJO622lKtz1Nz_w_U04yUanZzR17YM8oSlcfRFiRszSQ=w72-h72-p-rp-mo-br100,Jose Erickson,2 reviews,8 years ago,Lovely little store well managed and staffed. Hardly you won't find what you need and even so you can order online and pick it up in place. I was highly impressed by the customer service and kind attention. Top notch store.
https://lh3.googleusercontent.com/a/ACg8ocI-sBFeDODKH6mYeEajto5i2kccx2Bx4NSF6b0Kyi7z=w72-h72-p-rp-mo-ba5-br100,Bernard Salomon,"Local Guide · 210 reviews · 1,139 photos",10 months ago,"The chief of the staff very professionnal,and spoke  very fluent english because ,i dont talk enough deutsch"
https://lh3.googleusercontent.com/a-/ALV-UjUT6bpfp7nRFiPhMw2jaAoKn4W2D9z2hAqdKNr54qRFhDI_=w72-h72-p-rp-mo-ba4-br100,Gabriel Papp (pgabri3l),Local Guide · 137 reviews · 134 photos,5 years ago,"The store is nice, well organized and positioned downtown with good access. The stock in store is not huge and feels somewhat limited. A big plus was finding the Adidas Originals pieces. Some of them look really good and I can recommend checking it out to any teenagers, young adults and any hipsters."
https://lh3.googleusercontent.com/a-/ALV-UjVOsK8favJO1LSXhdYFanrihDDrOUQaN4xXyE1KKKmJvCvN=w72-h72-p-rp-mo-ba5-br100,Nidhi S,Local Guide · 315 reviews · 353 photos,5 years ago,"Cute store, amazing collections, prices are quite good during sales and they have a lot of choices for both men and women. Worth checking out during sales! Also the employees are pretty helpful and polite"
https://lh3.googleusercontent.com/a/ACg8ocI0iE2rgeDvniVOYKRzWc4hYvgcpikkLVrNGzwDEhmP=w72-h72-p-rp-mo-br100,Ivan Medic,2 reviews,3 years ago,Return policy is not stated anywhere and they don't except an undamaged product if it was tried out. Now I have 170€ shoes that don't fit. Maybe its the fault of the workers and not the company but its a horrible experience either way. Thanks a lot!
https://lh3.googleusercontent.com/a-/ALV-UjVnuHAXRd8tujt5lLRoQr1w1eN9clURPA-pRpdqZV2GBW9Z=w72-h72-p-rp-mo-ba7-br100,Issa Maalouf,"Local Guide · 1,198 reviews · 5,877 photos",5 years ago,One of the best shopping places in the main shopping area in Frankfurt... Very helpful and friendly staff... Excellent service... I had a nice experience buying sport outfits... You can find big sizes... Two floors for ladies and men outfits and sport shoes... It is highly recommended!!!
https://lh3.googleusercontent.com/a-/ALV-UjXhUHNmR6kyO_Kl0Mplnd_jF8qCY3WFStfvrBMRCv45_Enp=w72-h72-p-rp-mo-ba5-br100,Moses Choi,"Local Guide · 234 reviews · 1,530 photos",7 years ago,"Good selection of the latest Adidas gear. They didn't have my size in the Ultra Boosts I was looking for, but they didn't offer to look for it at other locations. The staff will do their job but won't provide great service."
https://lh3.googleusercontent.com/a/ACg8ocLtJ6kOjq_FdtFUl9qRY9r_Xnb8NXoI-QtsBWcJZ8a1=w72-h72-p-rp-mo-br100,Monica,8 reviews,a year ago,"Nice, patient personell, but limited range of products. Still, I found the shows I wanted."
https://lh3.googleusercontent.com/a/ACg8ocLB2s2vHibNWt6X1nu4gPdz-tgtv6WFqbOWrOuaIkcxAQ=w72-h72-p-rp-mo-br100,Karimuddin CS,2 reviews,7 years ago,"Wow,  friendliest staff ever.  They've got good collection.  They will make you choose right product as per your needs. Just don't be shy."
https://lh3.googleusercontent.com/a/ACg8ocLzFed5nehFKH1mxVW4O6v0ikGaLR0b35-3evzsqrUY=w72-h72-p-rp-mo-ba3-br100,Juan David Martinez,Local Guide · 14 reviews · 12 photos,7 years ago,"Great place. The people who work there are amazing, they really help you making the right choice."
https://lh3.googleusercontent.com/a-/ALV-UjUNPxmXlVMPgYjvyvR5RpTMLf-9u2q-66WQSLzQ2S92-086=w72-h72-p-rp-mo-ba4-br100,Muhammad Bin abdul aziz,Local Guide · 35 reviews · 45 photos,3 months ago,Good 👍 …
https://lh3.googleusercontent.com/a/ACg8ocJe7HIWdyhLrqyD3_Vn0RHAb6WQFQWJ-Giu3boeHMnx=w72-h72-p-rp-mo-br100,Henrik Haverkamp,8 reviews,6 years ago,"Rude staff with a ""you can do it yourself attitude"". Maybe just an exception, but certainly not a nice shopping experience"
https://lh3.googleusercontent.com/a/ACg8ocLBOesOzTdYpDJdC9XewPsdYA6cIueXeRfoRQyGG2m5=w72-h72-p-rp-mo-br100,Philipp Lunemann,11 reviews · 14 photos,a year ago,Super Store!
https://lh3.googleusercontent.com/a/ACg8ocKKF8NiYioH-tCBM3tWBnpDACzs51UgcIPoKhTWom5f=w72-h72-p-rp-mo-ba3-br100,Suryadi Megadyanto,Local Guide · 22 reviews · 64 photos,6 years ago,Good selection of Adidas shoes
https://lh3.googleusercontent.com/a-/ALV-UjWjbvu3BfNOwvm5YAyGPTsvmv-IT06UyFBH6z1EoF9uWeQ=w72-h72-p-rp-mo-ba5-br100,Francisca Oluh Isika,Local Guide · 145 reviews · 228 photos,2 years ago,They were very nice Personal but they are not organised
https://lh3.googleusercontent.com/a-/ALV-UjWr8Sl_mXdytmHSdCrQ1D7j_cdynYcB11wDftdFjbMy4Vo=w72-h72-p-rp-mo-ba3-br100,Hassan ZAYAT,Local Guide · 33 reviews · 66 photos,a year ago,"A big Addidas store in the center of Frankfurt.
Staff are not very pro"
https://lh3.googleusercontent.com/a/ACg8ocIaxsfpRdLc-jeB_h671vcxDZ1Kl8fvoe2IT2rVCLAbxVw=w72-h72-p-rp-mo-ba6-br100,Anto K Sebastian,"Local Guide · 546 reviews · 1,896 photos",4 years ago,Great ambience. Clean store. They lack enough salespeople. Limited say on seasonal wears as expected.
https://lh3.googleusercontent.com/a/ACg8ocIlIMarnY1lIH-kLT-Weg69-fav9ritd3zEVoFDc3Lc=w72-h72-p-rp-mo-ba2-br100,Hoodeani,Local Guide · 19 reviews · 4 photos,a year ago,Really bad service and very disrespectful staff
https://lh3.googleusercontent.com/a/ACg8ocIgvHc1UdnlEW-ybckhGoWstqy5Ss05uhD369gvdvqY=w72-h72-p-rp-mo-br100,Takanori,7 reviews,3 years ago,Don't trust local guides 5 star. This shop looks you are doing a favor to buy something there. Go to Nike shoping around.
https://lh3.googleusercontent.com/a/ACg8ocLjF4rSx6OEZxIJ8Hi33IkZyXKdgDkt5XO0GumlQSvx=w72-h72-p-rp-mo-br100,Christoph Wechsler,6 reviews,3 years ago,Some of the friendliest and knowledgeable staff in a shop I ever encountered. Thanks
https://lh3.googleusercontent.com/a-/ALV-UjUONRAz4numhv6L7GkSWKHvlaeJrQbyHZdW0oJxt5YnqsI=w72-h72-p-rp-mo-ba4-br100,Jiayee Teh,Local Guide · 114 reviews · 118 photos,4 years ago,"Is big, but if they can have a basketball corner will be really nice"
https://lh3.googleusercontent.com/a/ACg8ocLik1Wm31AZTbvPJTQasG7PFcEJRMYbZJ4DMxBJN8xk=w72-h72-p-rp-mo-ba5-br100,Imad Kovačević,Local Guide · 430 reviews · 424 photos,a year ago,I am very satisfied with the service
https://lh3.googleusercontent.com/a/ACg8ocJIB99avbZOebRsHV8iNlD1swkUlyZLdiztkc6LVyhw=w72-h72-p-rp-mo-ba3-br100,uvy mnq,Local Guide · 76 reviews,a year ago,Liked it. Friendly staff.
https://lh3.googleusercontent.com/a-/ALV-UjV1wMNGGxhiCGVwAwoZ_vDIcGFqSnj9cJRNuebMwYRWysk=w72-h72-p-rp-mo-ba2-br100,Sumit Jain RVNL,Local Guide · 5 reviews · 8 photos,2 years ago,The store is closed for renovation as on 29.09.2021. Big disappointment.
https://lh3.googleusercontent.com/a-/ALV-UjWvBPGLQwoTqQF6VEUbcS1AFBx2UnnXELoR-e_zoJA8UnM5=w72-h72-p-rp-mo-ba4-br100,José Alberto Castro,Local Guide · 49 reviews · 226 photos,4 years ago,Quality and grand variety of clothes. Excellent place to go shopping.
https://lh3.googleusercontent.com/a-/ALV-UjUJxGQu2Vfc9cVOQJ9xwY79EbHc4wTJgfskwwNVOHa5WG8=w72-h72-p-rp-mo-ba5-br100,Tanja Matić,Local Guide · 151 reviews · 326 photos,4 years ago,A pleasant place that always has something to reduce and always new stuff
https://lh3.googleusercontent.com/a-/ALV-UjXQz0-ABWEeMQpDx4-HKDiSM-fLFjshTbs05bh5_ewhoAk=w72-h72-p-rp-mo-ba5-br100,Sarah-Olivia,Local Guide · 249 reviews · 405 photos,a year ago,Very small and very limited options…
https://lh3.googleusercontent.com/a-/ALV-UjVBVzrOCA4036LCPaRRNpHXPndnbHLHnVwAM_I9Of75vp4=w72-h72-p-rp-mo-ba4-br100,Jamal Jamal,Local Guide · 287 reviews · 84 photos,7 years ago,I like this brand and this store they have all latest
https://lh3.googleusercontent.com/a-/ALV-UjU2kBWrC7TpxXGswenNU8AwNpDjClZPmt0fNUXYk970Y_gv=w72-h72-p-rp-mo-ba5-br100,Lukasz Salamon,Local Guide · 345 reviews · 589 photos,a year ago,wellll..... I hoped for more ... tbh
https://lh3.googleusercontent.com/a-/ALV-UjXl2Gkc-wEff-kYAupvDuggPn91S4zpKQ9IBWxERfIg5Us=w72-h72-p-rp-mo-ba6-br100,Tariq Mohammed,"Local Guide · 348 reviews · 2,041 photos",8 years ago,Great staff and fair variety of collections.
https://lh3.googleusercontent.com/a-/ALV-UjU8ehepoSbKzHCJ7N5kNgc1ALVB-ZDVg4Wl7ps1Agpy0Q=w72-h72-p-rp-mo-ba3-br100,Nicolas Nagy,Local Guide · 71 reviews · 8 photos,7 years ago,Small shop with all the essential stuff you need!
https://lh3.googleusercontent.com/a-/ALV-UjXl27s6kXmpJd3yPnuRO3CyULUwpmz8AZSPSDOwCoBsEwHZ=w72-h72-p-rp-mo-ba5-br100,Robert Molini,Local Guide · 95 reviews · 134 photos,3 years ago,puny but nice and lovely people
https://lh3.googleusercontent.com/a/ACg8ocKNGWkBNkiv1yg0GDgDoezV3T3AYvFW9xy1RLxLUT_C=w72-h72-p-rp-mo-ba2-br100,Peter O'toole,Local Guide · 38 reviews · 2 photos,4 years ago,Not a lot of options and a bit too be tic
https://lh3.googleusercontent.com/a/ACg8ocLWwQ3gCZempsJq0zwSedS5xTgnPO2ypf0Xrm76zyyo=w72-h72-p-rp-mo-br100,John Webb,29 reviews · 2 photos,4 years ago,Great range of clothing and trainer's
https://lh3.googleusercontent.com/a-/ALV-UjVEKau1RkHeRDa944pzLUZlhX4WbhkJ5ABaOs6tESHXRNs9=w72-h72-p-rp-mo-ba3-br100,Ehab Ahmed,Local Guide · 26 reviews · 4 photos,7 years ago,The working hours are from 10:00 to 20:00.
https://lh3.googleusercontent.com/a-/ALV-UjUfrJD_2IwGwjyjccUS9AhDMih452hHJt1lJtM9BWb4-8c=w72-h72-p-rp-mo-ba4-br100,Iuliana D,Local Guide · 155 reviews · 324 photos,3 years ago,Very good service!
https://lh3.googleusercontent.com/a/ACg8ocL60vzBGY8rVnfI0SCfssHgeqKV2GOVngGk6_wTUE5m=w72-h72-p-rp-mo-ba4-br100,Mohamed El yabbouhi,Local Guide · 90 reviews · 107 photos,2 years ago,Great shopping place
https://lh3.googleusercontent.com/a-/ALV-UjWaFi6WIx3oRjt3HVCceN_4C3BwPCz0qolWk_-rjXbpsCI=w72-h72-p-rp-mo-ba5-br100,Ali Zarror,Local Guide · 138 reviews · 266 photos,a year ago,Good.
https://lh3.googleusercontent.com/a/ACg8ocL4siuplPmoVv3-YnKBnpy99raHSSvvVO0dhylaNVo_=w72-h72-p-rp-mo-ba4-br100,Tester,Local Guide · 118 reviews · 3 photos,4 years ago,All Days I Dream About Sex.
https://lh3.googleusercontent.com/a-/ALV-UjU__QTLv7Hc6OXOQzkGaGfwlajIKwUSRX8OndbxfIJZdFKA=w72-h72-p-rp-mo-br100,Marcos Paulo,15 reviews · 3 photos,5 years ago,It’s not a real Adidas store.
https://lh3.googleusercontent.com/a-/ALV-UjWW4UHCGGMh1vPEhpVi0IdoMnjk7iBQxHFpbyfTKX3FifRe=w72-h72-p-rp-mo-ba4-br100,Ryan Fallatah,Local Guide · 97 reviews · 141 photos,a year ago,Excellent 😋 …
https://lh3.googleusercontent.com/a-/ALV-UjXcnM3Z85EpPIfm7a0wdsaZNmz2TknmtuABcPVBZf5VdHI=w72-h72-p-rp-mo-ba5-br100,Rashpal Singh,Local Guide · 226 reviews · 933 photos,5 years ago,Good shop
https://lh3.googleusercontent.com/a/ACg8ocIU1YJGBoA-m0hTYuR-iRgnw_Thk-a8skzuGa4RUG6e=w72-h72-p-rp-mo-ba4-br100,Andreas Lorsch,Local Guide · 126 reviews · 2 photos,a year ago,Ok
https://lh3.googleusercontent.com/a-/ALV-UjX2kMM6UAuT-PigKZwulFuAHKfqyJqJHY_FL_U_va_m7xQ5=w72-h72-p-rp-mo-ba4-br100,Iriskas,Local Guide · 49 reviews · 170 photos,4 years ago,Nice sale 😉👌 …
https://lh3.googleusercontent.com/a/ACg8ocKU2Bgf-oPPYOrK0x6Jvo5cxNXHhRhA2CYzU5H9CDK9=w72-h72-p-rp-mo-ba4-br100,Ibrahim Zidan,Local Guide · 62 reviews,2 years ago,No more options
https://lh3.googleusercontent.com/a/ACg8ocJnsj4ushGuweCrunzMIIbowduYs2PTuOMT9cKEgZRlKVc=w72-h72-p-rp-mo-ba5-br100,Dušan,Local Guide · 278 reviews · 230 photos,4 years ago,Great store
https://lh3.googleusercontent.com/a-/ALV-UjVOsU-Vq9U_iE_gHKRjwFMFr_XwYyLJmm8Rx2-41JBWJWw=w72-h72-p-rp-mo-ba5-br100,Constantin Moraru,Local Guide · 113 reviews · 275 photos,a year ago,Click and collect!
https://lh3.googleusercontent.com/a-/ALV-UjXAP_NJHG-6EDxgvlV9XyPJ3DzBkJo25_ZGO7UIWjVeXA=w72-h72-p-rp-mo-br100,Thomas Haupt,1 review,5 years ago,Good selection of Adidas shoes
https://lh3.googleusercontent.com/a-/ALV-UjX9RZSldAI0IOrUsd34qmysoaOjyI9kbCYB3D-a8vHfFEM=w72-h72-p-rp-mo-br100,Robel Mulatu,17 reviews · 3 photos,2 years ago,One of the best
https://lh3.googleusercontent.com/a-/ALV-UjV8OxXlsTni7aOKNc3ZNK_jAw_Ntx7vl6Jnke7FDWm07Qgq=w72-h72-p-rp-mo-ba6-br100,Ahmad Farhan Bin Sulaiman,"Local Guide · 92 reviews · 2,865 photos",5 years ago,Helpful staff :)
https://lh3.googleusercontent.com/a/ACg8ocIskvSDzghjc2-EgkWfzRgbVvh4X6M6rpgfUcDILxJi=w72-h72-p-rp-mo-ba5-br100,Vili Ivanova,Local Guide · 279 reviews · 108 photos,2 years ago,Super!
https://lh3.googleusercontent.com/a/ACg8ocIHatBDaKSHlQC69Q--ny491QCmCsCldaNgC0JpSqIw=w72-h72-p-rp-mo-br100,Helmut Krüger,1 review,3 years ago,Ok
https://lh3.googleusercontent.com/a-/ALV-UjXtzs97fK0Jr-UK2Nx1KG69KsxZcC7LRTBJ2ETiZKNP0ks=w72-h72-p-rp-mo-ba3-br100,Tim Maaß,Local Guide · 32 reviews · 14 photos,5 years ago,Mega mega Service....
https://lh3.googleusercontent.com/a/ACg8ocLxGqd-l48ankHFgNZlwRmxQch3o4TNcE4K5uheBGjb=w72-h72-p-rp-mo-ba3-br100,Marco Reteuna,Local Guide · 42 reviews · 1 photo,4 years ago,Top
https://lh3.googleusercontent.com/a-/ALV-UjXjgKypneCxwvknZb56JA0achdC9ijxJ18gWwyJ0y8o6qvm=w72-h72-p-rp-mo-ba8-br100,Thế Hoàng Nguyễn,"Local Guide · 288 reviews · 70,461 photos",7 years ago,Adidas here is expensive!
https://lh3.googleusercontent.com/a-/ALV-UjVqUpjo-RwzYcV8fU-WLBt4EpgIUwNs82OwPsN85BfR59s=w72-h72-p-rp-mo-ba4-br100,Hassan Kashani,Local Guide · 214 reviews · 65 photos,4 years ago,Gut
https://lh3.googleusercontent.com/a/ACg8ocImk1_F5mr5GXzTCh70eLTd_UL6iJmb0oPqKyn-Enf9=w72-h72-p-rp-mo-ba5-br100,Masidean Williams,Local Guide · 162 reviews · 370 photos,5 years ago,Adidas what more is needed
https://lh3.googleusercontent.com/a-/ALV-UjWhddmKzRU8MGCWenOcRkIIm-WkWaENCqq9w-qRDA7ns2U=w72-h72-p-rp-mo-br100,Monika & Reinhard R.,6 reviews,an hour ago,Just do it !
https://lh3.googleusercontent.com/a-/ALV-UjWX-_k6duoYPvNXntCCLYC9fKdwcDuwHTyl69bpuMwF8Ug=w72-h72-p-rp-mo-br100,alex ispas,1 review · 1 photo,5 years ago,Ok
https://lh3.googleusercontent.com/a/ACg8ocInjmRHiKJJ3WwPfDw1oN-aRiJDN1tW5zhflqXRXX9v=w72-h72-p-rp-mo-ba6-br100,An Bình,Local Guide · 77 reviews · 941 photos,6 months ago,"There are a lot of clothes and shoes
Unfortunately, you can only buy 1 jacket for 75€ …"
https://lh3.googleusercontent.com/a/ACg8ocKfcyK2olVj2f6l6MabYlTA_qev-k6zOwG_mFHUPTVx=w72-h72-p-rp-mo-br100,Safet Kostreba,88 reviews,a month ago,"Wanted to have shoes put aside for my daughter. No do not go. In the evening they were no longer there and I had to buy the shoes somewhere else for twice the price (100 euros more). Thank you. Inflexible, inconsiderate and customer-unfriendly. Not recommended."
https://lh3.googleusercontent.com/a/ACg8ocJ9mn4XMI-cXtzGgX4XJ6m14f4linUTzVe_a57sriMg=w72-h72-p-rp-mo-ba2-br100,Jens-Uwe Seiffert,Local Guide · 23 reviews,a week ago,"I had a strong shopping experience at the adidas store on Zeil. I met competent, very friendly salespeople there and I don't miss out on adidas Gazelle sneakers anyway!"
https://lh3.googleusercontent.com/a-/ALV-UjXvgHtGdD7SPw2TXnXYY3HAp_XGPT1SYdIxAyEu5T9TiiQ=w72-h72-p-rp-mo-ba4-br100,Jan Koch,Local Guide · 164 reviews · 71 photos,a month ago,Unfortunately there is only a small selection and some employees make it very clear that they are not interested in “work”.
https://lh3.googleusercontent.com/a-/ALV-UjVBbrtNGYjuaHm3cHuTtwzLB5TuSyfYOGFLmfWAy4FIJ3rl=w72-h72-p-rp-mo-ba4-br100,S O,Local Guide · 45 reviews · 32 photos,11 months ago,"Unfortunately, the sizes are not always available, but cooperation with us was excellent"
https://lh3.googleusercontent.com/a-/ALV-UjXV4Azz8nAKsdmGQlAvQFTbaSy6fNUrcVOn2A4H4U9V7ro=w72-h72-p-rp-mo-ba3-br100,Eva Rieger,Local Guide · 53 reviews · 43 photos,3 years ago,"We had a really nice and competent salesman for men's shoes. In the women's department, the colleague didn't feel like it just before work and I ordered online. …"
https://lh3.googleusercontent.com/a/ACg8ocKFLRz3wynSXjhwYQ6ivegmjXMpg6_mljVBViDnh3cC=w72-h72-p-rp-mo-br100,Souad Rouzi,1 review,4 months ago,I do not recommend buying online. They have no interest in your order. I ordered the same item twice but it was not delivered. More than 2 weeks and I have not received my order.
https://lh3.googleusercontent.com/a-/ALV-UjVkxjfIZkv0TWIIErWPFBEs7tSAEsMld0zMKArWehLYkec=w72-h72-p-rp-mo-br100,Dani Sun,28 reviews · 164 photos,a year ago,"Nice cool store, with everything you need. Great shoes and running gear. Friendly staff who are always happy to help."
https://lh3.googleusercontent.com/a-/ALV-UjVkjr6-WzzYmY4VGihokOnUGSnyVfVZFT3-5gkdila8Bm8=w72-h72-p-rp-mo-br100,Chester Gordon,5 reviews · 1 photo,2 weeks ago,Garzelle...Samba...Available in all variations. Great selection and very nice service.
https://lh3.googleusercontent.com/a-/ALV-UjXox3SUgi2fZoFDrrYkX78la5seZlJZGfBRb7ErYfiEpdY=w72-h72-p-rp-mo-ba3-br100,Michael Peppel,Local Guide · 40 reviews · 23 photos,5 months ago,"Great selection, nothing quite like the online store, but very well sorted!"
https://lh3.googleusercontent.com/a/ACg8ocLYJk_k2WcAEOKUVYBzsX8lWzXB7FfjnivnyVQcjjwy=w72-h72-p-rp-mo-ba2-br100,Je Pe,Local Guide · 20 reviews,6 months ago,"A friendly seller. But the rest is bad. You can get the Adidas shoes online for €72 (unworn), in the store I paid €120 for the same pair and only got shoes that had already been worn and tried on several times. When I asked if I could have …"
https://lh3.googleusercontent.com/a/ACg8ocLOjs7OxjvGbLosE4sa7EqP-WaWfrP_szI1gRL6dmaD=w72-h72-p-rp-mo-ba3-br100,Maike Richter,Local Guide · 29 reviews,4 months ago,The changing rooms are clean and well lit. This makes trying on clothes pleasant.
https://lh3.googleusercontent.com/a-/ALV-UjUIoc79LSIwnJ8Kbr0Oq5lkJfWFmjPVimBFSJ_uama_2AI=w72-h72-p-rp-mo-ba4-br100,Sinan Kajtaz,Local Guide · 23 reviews · 35 photos,11 months ago,"Extremely friendly staff. So really. Unfortunately, it's rare these days to see retail salespeople being so kind, courteous and hard-working.
I was recommended something that I actually really liked straight away. Since it …"
https://lh3.googleusercontent.com/a/ACg8ocI253TlHmomJ4vyk0nwFC_DUZLFAE2LTOlvGqXijfCS=w72-h72-p-rp-mo-br100,mouataz mahfouz,6 reviews,4 months ago,"I was there this morning at 10:15 a.m. There was an employee who didn't seem to want to work.
Very impolite"
https://lh3.googleusercontent.com/a/ACg8ocIk5C6FGyEGPvdIQv_hleEG41Pwks6LQ9pSgrA6VhV3=w72-h72-p-rp-mo-ba5-br100,Ricardo Buehring,Local Guide · 364 reviews · 189 photos,2 weeks ago,"Great store, good deals"
https://lh3.googleusercontent.com/a/ACg8ocLLCGBpDWsT9hn7pbO4jnPyOiPiwn53lmPIALzn__L5=w72-h72-p-rp-mo-br100,tererer mbnhgngcfdg,36 reviews,a month ago,"Prices, cosmos, so-so selection."
https://lh3.googleusercontent.com/a-/ALV-UjVulB_hV_SyCcY2T9szTRqsDtKrbK88Z7SUWql0pGNPyDs=w72-h72-p-rp-mo-ba6-br100,Michael “Micha” Meißner,"Local Guide · 648 reviews · 1,578 photos",2 months ago,Everything Adidas has to offer is available here. Nice store with great service.
https://lh3.googleusercontent.com/a/ACg8ocJk45tyYnGpvbnicWVcmrlwGfaHcGyYBgyBG86FWJA_=w72-h72-p-rp-mo-br100,Viktor Sivach,2 reviews · 4 photos,4 months ago,"Usually very long queues, atmospheric place"
https://lh3.googleusercontent.com/a-/ALV-UjWG7FhGx2jcmfr0yyVjkBJheoww_Wb17wKGa-ghQeMSVA=w72-h72-p-rp-mo-ba3-br100,sweetestwhisper,Local Guide · 40 reviews · 12 photos,a year ago,"These five stars go to the friendly team at the Zeil store! :)
The shop and the cubicles were clean. The goods were also neatly sorted. In addition, the advice was very competent, different pieces for different purposes. Thank you, all around great!"
https://lh3.googleusercontent.com/a-/ALV-UjVY0KLMgW_XYQSjrXwg1nlut7_4hHZao8jHOvGZB9FWaZU=w72-h72-p-rp-mo-ba5-br100,Jurgen Wolfgang,Local Guide · 93 reviews · 883 photos,4 years ago,"Adidas concentrated & effective, here I find all of Adidas' top products. Top design and great, motivated service team"
https://lh3.googleusercontent.com/a/ACg8ocLBrImMB3ga0PKg74xsjMPn_iQBLYL2GmUo7gA-cPGC=w72-h72-p-rp-mo-br100,Da Aln,7 reviews,10 months ago,"My husband and I were here today, he has shoe size 41 and the employee wanted to sell my husband two sizes larger (strange). Despite the advice, we of course bought his shoe size. And at the checkout the lady wrote on the receipt despite …"
